service_date,trip_id,stop_id,route_id,route_short_name,stop_sequence,stops_ahead,arrival_delay_s,departure_delay_s,schedule_relationship,observed_at_utc
2026-09-11,142C.807.170.64.A.8.91072850,2077301,NSN_2k,T1,-1,0,0,0,SCHEDULED,2026-09-10T19:16:09.426821+00:00
2026-09-11,142C.807.170.64.A.8.91072850,2077311,NSN_2k,T1,-1,1,0,0,SCHEDULED,2026-09-10T19:16:09.426821+00:00
2026-09-11,142C.807.170.64.A.8.91072850,2076241,NSN_2k,T1,-1,2,0,0,SCHEDULED,2026-09-10T19:16:09.426821+00:00
2026-09-11,627B.807.170.96.T.8.91072852,2230211,ESI_2d,T4,-1,0,123,0,SCHEDULED,2026-09-10T19:16:09.426821+00:00
2026-09-11,627B.807.170.96.T.8.91072852,2230221,ESI_2d,T4,-1,1,0,0,SCHEDULED,2026-09-10T19:16:09.426821+00:00
2026-09-11,627B.807.170.96.T.8.91072852,2229221,ESI_2d,T4,-1,2,0,0,SCHEDULED,2026-09-10T19:16:09.426821+00:00
2026-09-11,651A.807.170.96.T.8.91069697,2220361,ESI_1c,T4,-1,0,0,0,SCHEDULED,2026-09-10T19:16:09.426821+00:00
2026-09-11,749B.807.170.64.A.8.91070006,2060102,NSN_1a,T1,-1,0,0,0,SCHEDULED,2026-09-10T19:16:09.426821+00:00
2026-09-11,610P.807.169.96.T.8.91069247,2230211,ESI_1d,T4,-1,0,57,0,SCHEDULED,2026-09-10T19:16:09.426821+00:00
2026-09-11,170B.807.170.64.A.8.91425032,2000393,NSN_1a,T1,-1,0,43,13,SCHEDULED,2026-09-10T19:16:09.426821+00:00
2026-09-11,170B.807.170.64.A.8.91425032,2000404,NSN_1a,T1,-1,1,13,0,SCHEDULED,2026-09-10T19:16:09.426821+00:00
2026-09-11,170B.807.170.64.A.8.91425032,206142,NSN_1a,T1,-1,2,0,0,SCHEDULED,2026-09-10T19:16:09.426821+00:00
2026-09-11,193B.807.170.64.B.8.91070908,2135234,WST_2c,T1,-1,0,373,373,SCHEDULED,2026-09-10T19:16:09.426821+00:00
